employee_id,first_name,last_name,address,city,state,zip,primary_phone,email,status,last_shift_date,position,base_pay_rate,current_rating,last_appraisal_date,next_appraisal_date,hire_date,terminated_date,rehire_date,cpr_date,pto_balance,commitment_hours,age,dob,gender,education,languages,emergency_contact,emergency_contact_phone,emergency_instructions
157,Crystal,White,379 Sean Pines Apt. 326,East Brendaton,AS,8327,2305165465,pottershelley@example.com,Active,,LPN,40.37,4 - Exceeds Expectations,,,2026-01-28,,,2025-08-14,18,37,52,1973-04-30,Female,High School,"English, Spanish",Raymond Hickman,992.435.2941,Draw his alone grow.
158,Kelly,Reeves,7769 Michael Isle Suite 184,Chandlerland,AK,7956,632.815.3409x62977,yfigueroa@example.net,Active,,ADMIN,39.74,1 - Unacceptable,,,2026-01-28,,,2025-03-02,33,40,38,1987-07-04,Female,4 year College,"English, Spanish",Felicia White,840.936.9202x67240,Others yet hot business religious upon least.
159,Mary,Byrd,109 Laura Port Suite 336,Sparksburgh,SD,68767,+1-303-816-4814x675,steven51@example.com,Resigned/Separated - Not Eligible for Rehire,,CG,25.79,4 - Exceeds Expectations,,,2026-01-28,2026-01-30,,2024-06-25,25,22,53,1973-01-06,Male,Associate Degree,"English, French",Robin Carroll,991.614.5310,Economy class kind although drop reduce.
160,Philip,Johnson,58241 Elliott Mills Apt. 402,East Amyberg,WV,38491,(705)640-3495x3447,christophernelson@example.com,Resigned/Separated - Not Eligible for Rehire,,LPN,31.5,3 - Meets Expectations,,,2026-01-29,2026-02-13,,2025-09-17,23,13,63,1962-10-07,Male,Associate Degree,"English, French",Ian Tapia,585.977.5202,Her debate interest professional.
161,James,Deleon,93246 Kendra Stravenue,West Jenniferside,MS,70637,(778)494-9575,morgancharles@example.com,Resigned/Separated - Eligible for Rehire,,CNA,26.31,4 - Exceeds Expectations,,,2026-01-30,2026-03-01,,2025-12-26,24,15,27,1998-09-30,Male,4 year College,English,Teresa Holloway,+1-465-944-2771x03289,Adult wrong build force good miss work.
162,Richard,Pittman,25472 Michael Plains,Owensstad,NM,54836,(737)706-3099x3466,rossjason@example.org,Resigned/Separated - Eligible for Rehire,,RN,38.38,0 - Not Applicable,,,2026-01-30,2026-02-03,,2026-06-24,17,36,32,1994-01-02,Male,Associate Degree,"English, French",Russell Wood,237-620-8813x580,Tough likely else carry experience attack remember.
163,Angela,Johnson,7498 Alicia Fork Suite 536,Calhounburgh,MT,46070,274.606.8257,robert31@example.net,Resigned/Separated - Eligible for Rehire,,CNA,66.29,3 - Meets Expectations,,,2026-01-31,2026-02-13,,2024-06-02,37,22,72,1953-07-26,Male,Associate Degree,"English, Spanish",Rachel Johnson,001-628-322-6702x703,Well inside sell economic.
164,Diana,George,204 Allen Fields Suite 373,Troyberg,PA,16519,001-651-597-6105x545,qferrell@example.org,Resigned/Separated - Eligible for Rehire,,CHHA,48.73,3 - Meets Expectations,,,2026-02-01,2026-02-24,,2025-06-24,30,23,33,1992-06-05,Male,Associate Degree,English,David Rivera,+1-988-302-7019,Contain red quite.
165,Heather,Cortez,708 Michael Mills Apt. 100,East Markview,LA,8075,(745)651-3304x426,joe83@example.org,Resigned/Separated - Eligible for Rehire,,CHHA,24.13,1 - Unacceptable,,,2026-02-01,2026-02-07,,2024-09-12,20,28,28,1998-01-01,Female,High School,"English, Spanish",James Cannon,201-274-6641x2687,Back scene chance writer money.
166,Erica,Smith,30966 Mclaughlin Garden,Buchananfurt,GU,91838,605.635.5919,jacobsonjulie@example.com,Resigned/Separated - Eligible for Rehire,,ADMIN,37.15,3 - Meets Expectations,,,2026-02-01,2026-02-06,,2025-01-04,24,29,61,1964-04-07,Male,4 year College,English,James Moss DVM,519.289.1512,Road view arrive.
167,Susan,Delgado,078 James Creek Suite 085,New Hollymouth,MO,9942,732-879-6974,toddnelson@example.org,Resigned/Separated - Not Eligible for Rehire,,ADMIN,39.17,1 - Unacceptable,,,2026-02-01,2026-02-15,,2025-04-08,24,0,22,2003-10-19,Female,High School,"English, French",Dr. John Ross,7479367649,Forward director key throughout maintain office support.
168,Michelle,Martinez,36208 Nicholas Cape Suite 881,New Bethanytown,KY,61623,735-296-9754,sschultz@example.net,Resigned/Separated - Eligible for Rehire,,CNA,36.83,1 - Unacceptable,,,2026-02-02,2026-02-14,,2026-09-11,0,32,29,1996-12-06,Female,Associate Degree,"English, French",Justin Vance,001-321-787-8399,Civil major charge myself guess.
169,Ernest,Gonzalez,632 Medina Prairie,Johnsonmouth,AZ,13615,(521)425-6643,richardgreen@example.com,Resigned/Separated - Eligible for Rehire,,CHHA,41.56,0 - Not Applicable,,,2026-02-03,2026-02-07,,2025-05-08,3,2,68,1957-10-22,Female,High School,"English, French",Brenda Ortiz,854-541-6589,Fact mother wide easy attorney market color.
170,Michelle,Le,096 Patricia Isle Apt. 058,Ericaborough,SC,8971,3449821575,barnesheather@example.net,Resigned/Separated - Not Eligible for Rehire,,RN,37.09,1 - Unacceptable,,,2026-02-03,2026-03-01,,2024-11-17,6,24,46,1979-04-17,Male,4 year College,"English, French",Megan Martinez,001-638-583-6406x69656,Stock conference buy guy.
171,Aaron,York,7599 Hernandez Lane,Port Brett,MI,47175,855-794-4225,barneslouis@example.net,Resigned/Separated - Eligible for Rehire,,RN,16.28,0 - Not Applicable,,,2026-02-04,2026-02-20,,2025-10-28,26,14,22,2003-05-17,Male,Associate Degree,"English, Spanish",Gary Myers,+1-986-335-0282x207,Computer writer development begin.
172,Keith,Ruiz,054 Judith Turnpike,South Traceymouth,DE,73880,+1-708-444-3585x395,johnhardy@example.org,Active,,RN,44.1,0 - Not Applicable,,,2026-02-05,,,2027-01-18,26,12,67,1958-10-18,Male,4 year College,"English, French",Andrea Lee,888.220.3333,Whose interest result smile they marriage half.
173,Steven,Berry,146 Phillip Bridge,North Lauren,NH,15784,8968870779,wjackson@example.com,Active,,RN,21.02,1 - Unacceptable,,,2026-02-06,,,2024-05-10,38,24,28,1998-01-02,Female,High School,English,James Rollins,676.403.4638x071,Officer you show fast provide table energy.
174,Kaitlyn,Griffin,37255 Nguyen Knoll Suite 208,East Edwardbury,NM,91477,674.556.3766,philip64@example.com,Active,,CG,55.48,0 - Not Applicable,,,2026-02-06,,,2024-11-29,34,12,31,1994-10-23,Female,High School,English,Jerry Willis,459-479-4620x1753,Evidence surface while.
175,Crystal,Reynolds,6769 Timothy Creek,Jonesland,MS,5654,+1-682-989-2483x04029,jessica30@example.org,Active,,CNA,25.59,1 - Unacceptable,,,2026-02-06,,,2026-09-01,22,32,32,1993-09-16,Female,Associate Degree,"English, French",Deborah Lopez,(452)356-2909x677,Administration recognize wonder civil mother field specific provide.
176,Anna,Schmitt,433 Grant Crescent Suite 361,New Cory,SC,88307,5429420727,melissagoodman@example.org,Resigned/Separated - Eligible for Rehire,,RN,64.16,4 - Exceeds Expectations,,,2026-02-07,2026-02-10,,2024-10-24,16,2,37,1988-10-10,Female,Associate Degree,English,Patricia Jenkins,759.284.4952,Along family beautiful should.
177,Tony,Hughes,83985 Tonya Lake,New Jay,VI,51690,+1-702-443-5170x57808,sarahmalone@example.net,Active,,CG,25.99,4 - Exceeds Expectations,,,2026-02-07,,,2026-04-15,11,14,22,2003-10-04,Male,High School,"English, French",Peter Washington,(896)904-8612x815,Economic role their material then turn nation.
178,Kimberly,White,04959 Perry Trail,Port Sabrina,AZ,98762,(395)584-6933x148,griffithbrenda@example.org,Resigned/Separated - Eligible for Rehire,,CNA,42.05,0 - Not Applicable,,,2026-02-07,2026-02-08,,2025-05-02,15,21,30,1996-01-25,Female,4 year College,English,James Jarvis,(742)696-1542x254,Dinner evening expert president own pretty measure mother.
179,Emily,Matthews,691 Patrick Plains,Johnsonberg,OH,99686,001-606-320-4640,emorgan@example.com,Resigned/Separated - Eligible for Rehire,,CHHA,17.39,4 - Exceeds Expectations,,,2026-02-07,2026-02-16,,2026-03-03,27,10,32,1993-03-08,Male,Associate Degree,English,Kathleen Hart,001-809-324-6812x658,Maintain watch listen every play.
180,Eric,Davis,277 Torres Court Suite 966,Thomasport,OK,31779,857.543.0056x875,wsanders@example.org,Resigned/Separated - Not Eligible for Rehire,,RN,60.61,3 - Meets Expectations,,,2026-02-08,2026-02-11,,2026-02-15,33,24,35,1990-02-10,Male,4 year College,English,Eric Davis,764.663.3476x4820,Woman some different cover special know.
181,Stephanie,Pruitt,9532 Emily Ford Apt. 183,North Melissa,ID,85751,(475)998-5718,gfrazier@example.com,Resigned/Separated - Eligible for Rehire,,RN,57.68,1 - Unacceptable,,,2026-02-08,2026-02-09,,2026-10-14,30,18,25,2000-09-04,Female,High School,"English, French",Shelia Bennett,001-343-307-2184x81597,Business standard institution staff require whatever.
182,Andrew,Chen,17070 Mejia Throughway,Johnville,MN,31533,001-826-751-0266x1876,jacob00@example.org,Resigned/Separated - Eligible for Rehire,,LPN,30.25,1 - Unacceptable,,,2026-02-09,2026-02-20,,2026-10-22,4,4,24,2002-01-05,Female,High School,"English, Spanish",Eric Deleon,(203)601-8890,Much several social action economy free indicate wear.
183,Eric,Chapman,246 Smith Skyway,New Cassandraburgh,IL,9503,873-720-6669,craig52@example.net,Resigned/Separated - Eligible for Rehire,,CHHA,38.1,0 - Not Applicable,,,2026-02-09,2026-02-14,,2025-04-27,22,33,33,1992-07-06,Male,High School,"English, French",Nathan Wilson,533-360-3401x9703,Speech strategy eat there total he budget.
184,Ryan,Martin,19512 Victoria Alley Suite 667,Lake Brandonmouth,OR,59113,892.292.5414,zgates@example.net,Active,,CG,44.1,3 - Meets Expectations,,,2026-02-10,,,2026-03-09,18,19,40,1985-05-30,Female,4 year College,"English, French",Teresa Hunt,+1-245-451-5230x01442,Note scene teach civil.
185,Christopher,Johnson,8916 Donald Divide,New Natasha,GA,35153,+1-576-877-9218x1492,wlambert@example.com,Resigned/Separated - Eligible for Rehire,,CG,27.88,3 - Meets Expectations,,,2026-02-11,2026-02-22,,2025-07-21,39,18,45,1981-01-30,Male,High School,"English, Spanish",Thomas Fernandez,(519)213-9755,East likely news amount trip sing.
186,Bonnie,Becker,906 Ortiz Junction,Moranchester,OK,46993,+1-381-571-7498x967,sarah45@example.com,Active,,ADMIN,33.25,1 - Unacceptable,,,2026-02-11,,,2026-06-25,18,23,20,2006-01-06,Female,Associate Degree,"English, Spanish",Benjamin Underwood,302.714.3302x136,Here than old couple person president my.
187,Jody,Clark,934 Joseph Oval,Port Cheryl,GA,33346,+1-776-556-3036x15008,gonzalezphillip@example.org,Active,,CG,33.56,3 - Meets Expectations,,,2026-02-11,,,2026-05-10,7,25,61,1964-05-02,Male,4 year College,"English, French",Samantha Lee,5164239475,Ahead Mr television something loss plant.
188,Logan,Smith,7341 Kevin Square Suite 382,Josephmouth,WV,45857,+1-392-633-3230x0648,joshuareynolds@example.net,Active,,RN,60.7,4 - Exceeds Expectations,,,2026-02-11,,,2024-06-11,31,20,57,1968-06-08,Female,Associate Degree,"English, Spanish",James Monroe,707-576-7917x9325,Material under dark staff dinner social could him.
189,Sarah,Patterson,4385 William Parkway Apt. 130,North Andrewberg,MA,85607,597-999-7498x1733,jenniferrobinson@example.com,Resigned/Separated - Eligible for Rehire,,CG,50.17,1 - Unacceptable,,,2026-02-12,2026-02-21,,2024-10-06,3,23,51,1974-08-08,Male,High School,"English, French",Melissa Porter,(247)632-8696x0641,Throughout world look yeah anyone yourself.
190,Victoria,Gray,94378 Ayala Heights Suite 626,Johntown,CA,56040,+1-254-711-0224,castrojenna@example.com,Resigned/Separated - Eligible for Rehire,,ADMIN,53.17,0 - Not Applicable,,,2026-02-13,2026-02-19,,2026-10-29,7,26,57,1968-02-28,Male,Associate Degree,English,Daniel Johnson Jr.,645.233.3173,Require kind design.
191,Sara,Jenkins,419 Kimberly Ridges,Brayfurt,OK,4217,437-957-9663,xcastillo@example.com,Resigned/Separated - Eligible for Rehire,,LPN,37.92,0 - Not Applicable,,,2026-02-13,2026-02-16,,2025-10-22,37,22,36,1989-07-26,Female,High School,"English, French",Jason Johnston,235.407.0324x5834,Table sense American however.
192,Kiara,Jensen,3294 Carter Plains,Simpsonview,AK,48508,256.336.7090x9872,russodaniel@example.com,Resigned/Separated - Eligible for Rehire,,CHHA,46.31,3 - Meets Expectations,,,2026-02-13,2026-02-14,,2026-08-24,1,25,68,1957-03-14,Male,Associate Degree,"English, Spanish",Robert Caldwell,(276)424-0051,Person blood daughter take pressure police level.
193,Angela,Kennedy,9075 Kathy Street,North Emilyview,MT,47627,387-997-6041,anthony21@example.net,Resigned/Separated - Eligible for Rehire,,CHHA,18.3,3 - Meets Expectations,,,2026-02-13,2026-02-18,,2026-10-03,5,5,75,1950-11-25,Female,High School,"English, Spanish",Joseph Mccoy,4613384791,Gas spring another help design ever.
194,Mary,Clark,991 James Creek Apt. 692,South Tiffany,KY,8289,7268351011,paulwilliams@example.com,Resigned/Separated - Eligible for Rehire,,CNA,38.53,4 - Exceeds Expectations,,,2026-02-14,2026-02-20,,2025-07-14,10,6,22,2003-12-26,Female,Associate Degree,English,Brian Gutierrez,(878)887-0775x089,Group whether statement available.
195,Jimmy,Chang,9784 Kayla Cape Suite 660,South Cheryl,OK,20230,(464)426-1524,bblake@example.org,Resigned/Separated - Eligible for Rehire,,RN,25.21,3 - Meets Expectations,,,2026-02-15,2026-02-23,,2025-07-08,39,38,38,1987-06-29,Male,High School,English,Heidi Mcdonald DDS,001-792-854-9812x48238,Off upon wish exist.
196,Rick,Andersen,206 David Ramp,Port Brett,NC,15332,001-311-594-4439,johnbush@example.com,Active,,CNA,21.72,1 - Unacceptable,,,2026-02-16,,,2026-08-20,28,3,48,1977-12-20,Female,Associate Degree,"English, French",Juan Edwards,597.234.5406x22929,Off appear blue call road skill nature.
197,Leslie,Mercado,43160 Lawrence Way,Johnsonchester,GA,55279,9077283718,waltersjack@example.org,Active,,CG,24.47,4 - Exceeds Expectations,,,2026-02-16,,,2026-06-02,1,26,26,2000-01-16,Female,Associate Degree,"English, Spanish",Steve Edwards,(521)220-2048x401,Necessary eat recognize child factor election.
198,Justin,Lyons,613 Allen Rapid,Christopherville,AS,36335,521.933.2752x38861,jacobhoward@example.com,Resigned/Separated - Eligible for Rehire,,LPN,62.21,3 - Meets Expectations,,,2026-02-16,2026-02-17,,2024-07-28,15,5,22,2003-05-18,Male,Associate Degree,"English, French",Sara Bruce,+1-915-463-6343,Hear take collection.
199,Karen,Jackson,90304 Jacob Glen,Jeffreyfort,CO,73919,949-619-4639x49164,reevesjoshua@example.com,Active,,ADMIN,62.65,4 - Exceeds Expectations,,,2026-02-17,,,2024-12-11,5,12,30,1996-01-02,Male,High School,"English, Spanish",Amy Mcdonald,+1-248-549-3276,Road land soon so free place chance deep.
200,David,Munoz,8470 Noble Stream,North Matthewland,IN,76825,477-709-6873,marylivingston@example.com,Active,,ADMIN,39.29,4 - Exceeds Expectations,,,2026-02-18,,,2025-06-29,4,9,51,1974-04-01,Female,High School,"English, Spanish",Paula Lopez,474-347-6909,During record key through.
201,Anthony,Hall,282 Margaret Mountain,Smithview,IN,11463,001-708-990-7979x0209,john52@example.net,Active,,CG,69.82,4 - Exceeds Expectations,,,2026-02-19,,,2024-10-19,8,40,25,2000-05-29,Female,High School,English,Aaron Smith,(739)452-4251,Everyone skin kitchen real.
202,Vincent,Butler,0087 Singleton Mountain Apt. 553,Harrisbury,NJ,61530,519-690-1037x87914,mollyliu@example.net,Resigned/Separated - Eligible for Rehire,,CNA,65.74,0 - Not Applicable,,,2026-02-19,2026-02-22,,2026-06-15,30,5,22,2003-05-16,Male,High School,"English, Spanish",Michele Burgess,+1-560-911-8059,Member girl piece institution decide.
203,Brian,Snow,40412 Katherine Union,Taraborough,NM,92565,817.638.8318,blanchardjessica@example.com,Resigned/Separated - Eligible for Rehire,,CG,48.87,0 - Not Applicable,,,2026-02-19,2026-02-23,,2024-11-20,33,22,39,1986-07-07,Male,High School,"English, French",Matthew Dunn,(445)573-7028,Career program style in thing son behavior tree.
204,Ariel,Carter,6810 Ballard Dam,Lake Steven,IL,46647,+1-792-994-9146,brendaobrien@example.com,Active,,ADMIN,47.56,1 - Unacceptable,,,2026-02-19,,,2024-10-24,35,13,53,1972-11-28,Female,High School,"English, French",Timothy Smith,617.229.9034x83628,Skill reflect ready more week generation.
205,Nicole,Spencer,3310 Conner Loaf Apt. 203,Transide,IA,1338,245-733-9969x30007,rebekah02@example.net,Resigned/Separated - Not Eligible for Rehire,,CNA,20.92,1 - Unacceptable,,,2026-02-20,2026-02-23,,2024-03-09,36,20,33,1992-10-22,Male,4 year College,"English, Spanish",Victoria Garcia,941-576-1296x1944,Listen key defense opportunity strategy about.
206,Robert,Collins,126 Brenda Terrace Suite 152,Stephenland,MN,7525,001-241-921-0431x696,bensonwillie@example.net,Resigned/Separated - Eligible for Rehire,,CNA,42.21,4 - Exceeds Expectations,,,2026-02-21,2026-02-21,,2025-12-10,6,30,64,1961-02-23,Female,4 year College,"English, Spanish",David Reilly,829-341-0457,Measure their rule great information.
207,Brandon,Marsh,0732 Williams Points,New Jennifer,VA,63518,+1-890-502-5720x67354,aliciaduran@example.com,Resigned/Separated - Not Eligible for Rehire,,CG,43.26,3 - Meets Expectations,,,2026-02-21,2026-03-02,,2025-07-15,13,32,18,2007-05-15,Male,High School,"English, Spanish",Robert Martin,634-270-5109,Society according push purpose agree type weight.
208,David,Wilson,27903 Buck Drive Apt. 640,New Larryfurt,HI,12993,(625)276-5507x695,nolsen@example.net,Active,,ADMIN,19.35,0 - Not Applicable,,,2026-02-21,,,2025-12-05,21,34,52,1974-01-07,Female,Associate Degree,English,Ernest Mason,+1-818-502-1093,Culture stock fear seem.
209,Christina,Oconnor,63962 Carter Knoll Suite 211,Pattonshire,FM,36566,279.244.1427,martinezjoseph@example.org,Resigned/Separated - Not Eligible for Rehire,,RN,19.63,4 - Exceeds Expectations,,,2026-02-22,2026-02-28,,2026-10-23,40,10,36,1989-08-20,Male,High School,"English, Spanish",Carrie Campbell,+1-855-805-6089,Fill bring risk ball investment focus space worker.
210,Tonya,Russell,598 James Loop,Nicholasburgh,NJ,46597,3006814654,iabbott@example.org,Active,,CG,67.81,1 - Unacceptable,,,2026-02-22,,,2026-03-14,20,20,24,2002-01-25,Male,High School,"English, Spanish",Matthew Hart,001-220-804-1319x3633,Same once we wear wonder direction person eat.
211,Brittany,Franklin,4764 Bowers Prairie Apt. 807,West Adrienneport,ME,22345,+1-992-468-8203x55054,jacobhenderson@example.com,Active,,CNA,49.68,3 - Meets Expectations,,,2026-02-23,,,2025-10-23,4,6,55,1970-03-10,Female,High School,"English, French",Christopher Turner,+1-560-749-7786,Financial hope evening opportunity point grow quickly recognize.
212,Jeff,Wall,7198 Stephen Port,Anthonyberg,FL,9793,227.885.8754,hollyclark@example.net,Resigned/Separated - Not Eligible for Rehire,,LPN,29.58,4 - Exceeds Expectations,,,2026-02-24,2026-02-24,,2025-07-14,36,31,34,1991-09-25,Female,Associate Degree,"English, Spanish",Brian Bradley,955.984.1501x7476,East stuff bill almost.
213,Kyle,Rice,114 Andre Hills,East Johnside,UT,89426,412-883-5293,ihensley@example.com,Resigned/Separated - Eligible for Rehire,,CG,21.51,0 - Not Applicable,,,2026-02-24,2026-02-24,,2026-06-16,36,26,74,1951-10-03,Male,High School,"English, French",Debra Fernandez,938.822.6786,Movie whose consumer.
214,James,Young,992 Michele Square,Carlmouth,MI,94420,244-645-1739,robert23@example.net,Active,,CHHA,31.78,0 - Not Applicable,,,2026-02-25,,,2027-02-05,31,3,34,1991-12-29,Female,High School,English,Krista Wagner,881-261-1571,Blood food war reveal reveal early challenge phone.
215,Kevin,Powell,88106 Joe Divide,New Jamesburgh,WA,81717,431-630-7334x059,melissa35@example.net,Resigned/Separated - Eligible for Rehire,,LPN,70.24,3 - Meets Expectations,,,2026-02-26,2026-02-27,,2024-12-16,35,30,49,1976-05-20,Female,High School,English,David Brewer,927.729.2590x7884,Would audience story particularly.
216,Scott,Cooper,4380 Joseph Circles Apt. 350,Warrentown,ID,16979,854.418.9435,vasquezrussell@example.org,Active,,CNA,48.46,1 - Unacceptable,,,2026-02-26,,,2024-08-01,9,5,23,2002-10-15,Female,Associate Degree,"English, Spanish",Lauren Lee,979.532.7941x7070,Born item wife model half.
217,Joshua,Burns,029 Miller Ridge Suite 236,Cynthiatown,NE,43730,001-966-234-3371,smithnatalie@example.org,Active,,ADMIN,35.96,1 - Unacceptable,,,2026-02-27,,,2024-09-26,37,0,74,1951-09-04,Male,High School,"English, French",Amy Rowe,001-509-785-7625,Car Democrat point.
218,Michael,Hill,23310 Melanie Passage Apt. 051,Vasquezport,ND,82411,371.203.9056,navarrodavid@example.org,Resigned/Separated - Eligible for Rehire,,LPN,73.22,1 - Unacceptable,,,2026-02-27,2026-03-02,,2024-09-14,0,0,45,1981-02-01,Male,Associate Degree,English,Miss Amy Frost,361.623.7261,Trip single everyone recognize.
219,Brenda,Gibbs,1757 Monica Island Suite 511,Juanside,OK,72623,(355)738-2985,riversmichael@example.org,Active,,LPN,27.55,3 - Meets Expectations,,,2026-02-28,,,2025-11-17,8,24,37,1988-07-09,Female,High School,English,Amanda Gutierrez,948-601-6617x28110,Wish start energy hair scientist approach.
220,Gregory,Ali,73145 Victoria Branch Suite 970,Matthewshire,NH,14503,(208)803-8383x7744,stacey74@example.net,Active,,CHHA,51.63,4 - Exceeds Expectations,,,2026-02-28,,,2025-03-11,35,31,71,1954-11-07,Female,4 year College,"English, French",Tiffany Pruitt,(526)388-6511x82337,Foreign loss perform century capital.
221,Michael,Phillips,44781 Jones Via Apt. 511,East Tim,TN,9357,9313937414,clong@example.org,Resigned/Separated - Not Eligible for Rehire,,LPN,56.62,3 - Meets Expectations,,,2026-02-28,2026-03-02,,2024-05-23,9,31,32,1993-11-12,Female,High School,English,Brandon Allen,2867829786,Some ten month.
222,Stacy,Turner,88170 Ashley Squares,Stephenmouth,AS,71587,(372)331-3765x678,kevinmartin@example.com,Active,,ADMIN,56.2,1 - Unacceptable,,,2026-02-28,,,2026-12-29,33,36,70,1955-11-14,Female,High School,"English, French",Cynthia Lamb,358.786.2196,Right itself about now small try marriage can.
223,Laura,Evans,583 Castillo Walks,West Garystad,AK,45337,6736018366,ryan30@example.net,Active,,CNA,39.36,3 - Meets Expectations,,,2026-03-01,,,2026-11-18,20,16,68,1958-02-27,Female,High School,English,Edward Preston,261.304.2110x5324,Speak pretty then.
224,Christopher,Zhang,67252 Lopez Lake Apt. 492,South Sandy,AK,98555,001-991-364-1481x7017,moorecarol@example.net,Active,,RN,25.85,1 - Unacceptable,,,2026-03-01,,,2026-02-24,32,38,25,2001-02-02,Female,Associate Degree,"English, French",Daniel Rodgers,001-487-797-8069x70458,Floor option month debate space.
225,Samantha,Daniels,604 Davis Radial Apt. 798,Port Theresa,MO,98599,(335)650-8460x65916,william45@example.com,Active,,CG,50.96,3 - Meets Expectations,,,2026-03-02,,,2024-09-29,7,40,73,1952-10-04,Female,4 year College,English,Mr. Eric Smith,735.800.6927,Work team both.
